tempo_h;X_g_L;S_g_L;P_g_L
22,200000;41,921923;78,850274;61,382885
22,250000;42,250809;77,675683;61,876213
22,300000;42,581632;76,494173;62,372447
22,350000;42,914370;75,305823;62,871554
22,400000;43,249008;74,110685;63,373512
22,450000;43,585531;72,908818;63,878296
22,500000;43,923917;71,700296;64,385876
22,550000;44,264144;70,485200;64,896216
22,600000;44,606185;69,263625;65,409278
22,650000;44,950011;68,035675;65,925017
22,700000;45,295590;66,801466;66,443384
22,750000;45,642885;65,561125;66,964328
22,800000;45,991859;64,314789;67,487789
22,850000;46,342470;63,062607;68,013705
22,900000;46,694673;61,804739;68,542010
22,950000;47,048421;60,541355;69,072631
23,000000;47,403662;59,272636;69,605493
23,050000;47,760343;57,998775;70,140514
23,100000;48,118407;56,719976;70,677610
23,150000;48,477793;55,436452;71,216690
23,200000;48,838438;54,148435;71,757657
23,250000;49,200256;52,856228;72,300384
23,300000;49,563170;51,560106;72,844755
23,350000;49,927099;50,260360;73,390649
23,400000;50,291953;48,957312;73,937929
23,450000;50,657630;47,651321;74,486445
23,500000;51,024022;46,342779;75,036033
23,550000;51,391008;45,032114;75,586512
23,600000;51,758460;43,719786;76,137690
23,650000;52,126239;42,406289;76,689359
23,700000;52,494197;41,092152;77,241296
23,750000;52,862177;39,777940;77,793265
23,800000;53,230010;38,464249;78,345015
23,850000;53,597521;37,151712;78,896281
23,900000;53,964513;35,841024;79,446770
23,950000;54,330767;34,532974;79,996151
24,000000;54,696058;33,228365;80,544087
24,050000;55,060138;31,928077;81,090208
24,100000;55,422740;30,633072;81,634110
24,150000;55,783571;29,344390;82,175356
24,200000;56,142317;28,063153;82,713476
24,250000;56,498642;26,790566;83,247962
24,300000;56,852185;25,527910;83,778278
24,350000;57,202566;24,276551;84,303849
24,400000;57,549368;23,037972;84,824052
24,450000;57,892142;21,813779;85,338213
24,500000;58,230409;20,605683;85,845613
24,550000;58,563658;19,415507;86,345487
24,600000;58,891346;18,245192;86,837019
24,650000;59,212898;17,096792;87,319348
24,700000;59,527707;15,972475;87,791561
24,750000;59,835137;14,874511;88,252705
24,800000;60,134520;13,805287;88,701780
24,850000;60,425169;12,767253;89,137754
24,900000;60,706391;11,762888;89,559587
24,950000;60,977485;10,794698;89,966227
25,000000;61,237748;9,865185;90,356622
25,050000;61,486505;8,976768;90,729757
25,100000;61,723118;8,131720;91,084677
25,150000;61,947014;7,332093;91,420521
25,200000;62,157690;6,579678;91,736535
25,250000;62,354746;5,875907;92,032119
25,300000;62,537906;5,221765;92,306859
25,350000;62,707032;4,617744;92,560548
25,400000;62,862137;4,063798;92,793205
25,450000;63,003396;3,559300;93,005094
25,500000;63,131144;3,103056;93,196716
25,550000;63,245867;2,693334;93,368800
25,600000;63,348186;2,327907;93,522279
25,650000;63,438835;2,004159;93,658253
25,700000;63,518637;1,719153;93,777956
25,750000;63,588468;1,469758;93,882702
25,800000;63,649233;1,252738;93,973850
25,850000;63,701839;1,064861;94,052758
25,900000;63,747169;0,902969;94,120753
25,950000;63,786065;0,764054;94,179097
26,000000;63,819316;0,645300;94,228974
26,050000;63,847648;0,544114;94,271472
26,100000;63,871719;0,458148;94,307578
26,150000;63,892118;0,385295;94,338176
26,200000;63,909367;0,323689;94,364051
26,250000;63,923926;0,271692;94,385889
26,300000;63,936195;0,227875;94,404293
26,350000;63,946520;0,191001;94,419779
26,400000;63,955198;0,160008;94,432797
26,450000;63,962485;0,133982;94,443728
26,500000;63,968599;0,112146;94,452899
26,550000;63,973725;0,093838;94,460588
26,600000;63,978021;0,078497;94,467031
26,650000;63,981618;0,065649;94,472427
26,700000;63,984630;0,054894;94,476945
26,750000;63,987150;0,045893;94,480725
26,800000;63,989258;0,038363;94,483888
26,850000;63,991022;0,032064;94,486533
26,900000;63,992497;0,026797;94,488745
26,950000;63,993730;0,022394;94,490595
27,000000;63,994760;0,018713;94,492141
27,050000;63,995622;0,015636;94,493433
27,100000;63,996342;0,013064;94,494513
27,150000;63,996944;0,010915;94,495416
27,200000;63,997447;0,009119;94,496170
27,250000;63,997867;0,007619;94,496800
27,300000;63,998218;0,006365;94,497327
27,350000;63,998511;0,005317;94,497767
27,400000;63,998756;0,004442;94,498134
